1.988	2.127	2.292	2.550	2.785	2.943	3.065	3.168	3.256	3.334	3.403	3.469	3.525	3.584	3.634	3.684	3.731	3.774	3.818	3.858	3.897	3.933	3.971	4.004	4.039	4.074	4.102	4.132	EP180054.003
1.990	2.137	2.310	2.565	2.804	2.963	3.087	3.189	3.276	3.354	3.422	3.488	3.542	3.601	3.653	3.700	3.747	3.791	3.833	3.873	3.910	3.947	3.985	4.017	4.055	4.087	4.116	4.145	EP180054.004
1.965	2.115	2.284	2.544	2.782	2.941	3.065	3.167	3.256	3.335	3.404	3.471	3.526	3.586	3.636	3.686	3.733	3.777	3.821	3.861	3.899	3.936	3.975	4.007	4.043	4.078	4.107	4.138	EP180054.005
1.982	2.123	2.292	2.552	2.788	2.947	3.071	3.173	3.262	3.341	3.411	3.477	3.531	3.592	3.643	3.691	3.738	3.783	3.827	3.865	3.904	3.940	3.978	4.012	4.045	4.081	4.111	4.141	EP180082.003
1.981	2.129	2.301	2.562	2.805	2.964	3.087	3.191	3.279	3.357	3.427	3.493	3.548	3.606	3.656	3.706	3.753	3.798	3.840	3.880	3.918	3.958	3.994	4.027	4.063	4.096	4.126	4.157	EP200040.001
2.009	2.156	2.329	2.592	2.833	2.997	3.121	3.227	3.317	3.398	3.469	3.534	3.594	3.654	3.706	3.754	3.805	3.848	3.895	3.934	3.976	4.013	4.053	4.087	4.121	4.159	4.189	4.219	EP200040.002
1.988	2.135	2.311	2.569	2.808	2.966	3.092	3.193	3.281	3.359	3.427	3.492	3.546	3.605	3.656	3.703	3.751	3.794	3.837	3.876	3.914	3.949	3.987	4.020	4.056	4.089	4.118	4.149	EP200040.003
1.995	2.139	2.318	2.583	2.825	2.988	3.113	3.218	3.306	3.388	3.457	3.522	3.580	3.637	3.692	3.740	3.790	3.830	3.877	3.916	3.958	3.995	4.031	4.066	4.100	4.134	4.165	4.197	EP200040.004
2.016	2.155	2.330	2.589	2.829	2.991	3.116	3.219	3.310	3.391	3.460	3.526	3.584	3.643	3.696	3.743	3.794	3.837	3.883	3.921	3.964	4.000	4.037	4.073	4.108	4.142	4.175	4.205	EP200040.005
